cost_estimate,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,square_footage,permit_issuance_date,job_location_house_number,job_location_street_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
484848,40.69145966,-73.7959671,Queens,NB,New Building,421581050,4617947,3276,3/20/2019,153-18,109TH ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
447552,40.69145966,-73.7959671,Queens,NB,New Building,421581069,4617942,3024,3/20/2019,153-20,109TH ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
490176,40.69152832,-73.79576874,Queens,NB,New Building,421580211,4617941,3312,3/20/2019,153-26,109TH ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
32000,40.69261932,-73.81452179,Queens,A1,ALT 1 Enlargement,400982870,4201120,0,3/20/2019,101-16,133 STREET,RESID. BLDG - OLD CODE,2,1
1011432,40.69396973,-73.93325043,Brooklyn,NB,New Building,321194587,3043170,6834,3/20/2019,442,PULASKI STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
1002996,40.69398117,-73.93315887,Brooklyn,NB,New Building,321194649,3424987,6777,3/20/2019,444,PULASKI STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
6285708,40.71232986,-73.81282806,Queens,NB,New Building,402214206,4208450,42471,3/20/2019,84-42,SMEDLEY STREET,RESIDENTIAL APT HOUSE,7,45
3690528,40.71298981,-73.93847656,Brooklyn,NB,New Building,320461095,3856570,24936,3/20/2019,14,OLIVE STREET,"RESIDENTIAL: HOTELS, DORMITORIES",9,30
2495280,40.71641159,-73.96183014,Brooklyn,NB,New Building,321189110,3424092,16860,3/20/2019,106,NORTH 3RD STREET,RESIDENTIAL: APARTMENT HOUSES,6,10
82000,40.72463989,-73.89613342,Queens,A1,ALT 1 Enlargement,421596918,4062177,998,3/20/2019,57-28,BROWN PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
5043100,40.72824097,-73.98832703,Manhattan,NB,New Building,123362477,1090776,34075,3/20/2019,45,EAST 7 STREET,RESIDENTIAL: APARTMENT HOUSES,7,21
14232568,40.74842834,-73.97575378,Manhattan,NB,New Building,121192869,1090414,96166,3/20/2019,591,THIRD AVENUE,RESIDENTIAL: APARTMENT HOUSES,20,74
388000,40.76396942,-73.73188019,Queens,A1,ALT 1 Enlargement,421532835,4171229,2003,3/20/2019,251-04,51 AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
29600,40.77556992,-73.80608368,Queens,NB,New Building,421457248,4110030,200,3/20/2019,157-12,24 ROAD,UTILITY / MISCELLANEOUS,1,
275000,40.77556992,-73.80608368,Queens,A1,ALT 1 Enlargement,421457505,4110030,758,3/20/2019,157-12,24 ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
556480,40.90578842,-73.84694672,Bronx,NB,New Building,220553595,2128589,3760,3/20/2019,4820,BARNES AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,3
556480,40.90584946,-73.8469162,Bronx,NB,New Building,220553602,2128334,3760,3/20/2019,4822,BARNES AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,3
556480,40.90589905,-73.84690094,Bronx,NB,New Building,220553611,2128333,3760,3/20/2019,4824,BARNES AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,3
556480,40.90594864,-73.84687805,Bronx,NB,New Building,220553620,2128332,3760,3/20/2019,4826,BARNES AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,3
556480,40.90602112,-73.84684753,Bronx,NB,New Building,220553639,2128331,3760,3/20/2019,4828,BARNES AVENUE,RESIDENTIAL: APARTMENT HOUSES,3,3
537388,40.50593948,-74.22437286,Staten Island,NB,New Building,520353607,5171082,3631,3/21/2019,493,BUTLER BOULEVARD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
44400,40.50593948,-74.22437286,Staten Island,NB,New Building,520353616,5171085,300,3/21/2019,493GAR,BUTLER BOULEVARD,UTILITY / MISCELLANEOUS,1,0
561068,40.50593948,-74.22408295,Staten Island,NB,New Building,520356748,5171135,3791,3/21/2019,492,RICHARD AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
524660,40.50608063,-74.22408295,Staten Island,NB,New Building,520352127,5171134,3545,3/21/2019,488,RICHARD AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
44400,40.50608063,-74.22408295,Staten Island,NB,New Building,520352136,5171137,300,3/21/2019,488GAR,RICHARD AVENUE,UTILITY / MISCELLANEOUS,1,0
44400,40.50608826,-74.22437286,Staten Island,NB,New Building,520350780,5171084,300,3/21/2019,489GAR,BUTLER BOULEVARD,UTILITY / MISCELLANEOUS,1,0
537388,40.5062294,-74.22437286,Staten Island,NB,New Building,520353581,5171683,3631,3/21/2019,485,BUTLER BOULEVARD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
44400,40.5062294,-74.22437286,Staten Island,NB,New Building,520353590,5171083,300,3/21/2019,485GAR,BUTLER BOULEVARD,UTILITY / MISCELLANEOUS,1,0
524660,40.5062294,-74.22408295,Staten Island,NB,New Building,520352109,5171133,3545,3/21/2019,484,RICHARD AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
44400,40.5062294,-74.22408295,Staten Island,NB,New Building,520352118,5171136,300,3/21/2019,484GAR,RICHARD AVENUE,UTILITY / MISCELLANEOUS,1,0
787212,40.52106857,-74.23246002,Staten Island,NB,New Building,520291149,5164341,5319,3/21/2019,48,TORRICE LOOP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
583712,40.52111053,-74.23200989,Staten Island,NB,New Building,520291130,5164350,3944,3/21/2019,8,FROSINONE LANE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
406704,40.52111053,-74.23161316,Staten Island,NB,New Building,520291121,5164344,2748,3/21/2019,7,FROSINONE LANE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
768860,40.59706879,-74.09024811,Staten Island,NB,New Building,500784822,5046985,5195,3/21/2019,40,DURGES STREET,RESIDENTIAL 1-2 FAMILY HOUSES,2,1
440000,40.61737061,-73.9680481,Brooklyn,A1,ALT 1 Enlargement,321919698,3171780,324,3/21/2019,627,AVENUE M,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
357429,40.61980057,-73.97923279,Brooklyn,A1,ALT 1 Enlargement,321819065,3131253,283,3/21/2019,5702,21 AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
1572944,40.62937164,-73.98623657,Brooklyn,NB,New Building,321531106,3129639,10628,3/21/2019,1622,51 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
1161940,40.64577103,-73.95162201,Brooklyn,A1,ALT 1 Enlargement,321825012,3422837,1683,3/21/2019,1001,ROGERS AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,9
218500,40.68143845,-73.7713089,Queens,A1,ALT 1 Enlargement,421679963,4270089,708,3/21/2019,172-24,125TH AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
735000,40.69004059,-73.95173645,Brooklyn,A1,ALT 1 Enlargement,321406420,3049736,0,3/21/2019,571,LAFAYETTE AV,RESIDENTIAL: APARTMENT HOUSES,4,6
447552,40.69152832,-73.79576874,Queens,NB,New Building,421581274,4617943,3024,3/21/2019,153-24,109TH ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
30000,40.71107101,-73.77227783,Queens,A1,ALT 1 Enlargement,421096922,4212215,655,3/21/2019,91-10,187 PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
32560,40.72248077,-73.75180054,Queens,NB,New Building,421555917,4502419,220,3/21/2019,89-48GAR,212 STREET,UTILITY / MISCELLANEOUS,1,
673000,40.74271011,-73.97939301,Manhattan,A1,ALT 1 Enlargement,123171227,1019941,801,3/21/2019,212,EAST 30 STREET,RESIDENTIAL: APARTMENT HOUSES,4,5
634772,40.74282837,-73.85305023,Queens,NB,New Building,421422954,4615278,4289,3/21/2019,108-34,53 AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,3
634772,40.74285889,-73.85295868,Queens,NB,New Building,421422945,4049775,4289,3/21/2019,108-36,53 AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,3
169205,40.74663162,-73.71048737,Queens,A1,ALT 1 Enlargement,421529304,4177627,1097,3/21/2019,79-07,261 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
6036772,40.75548935,-73.95623016,Manhattan,NB,New Building,121203768,1090298,40789,3/21/2019,34,NORTH LOOP ROAD,BUSINESS,4,
4565060,40.75743866,-73.97908783,Manhattan,NB,New Building,122901930,1090672,30845,3/21/2019,12,WEST 48 STREET,MERCANTILE,4,
17041608,40.75979996,-73.94207764,Queens,NB,New Building,421643920,4004370,115146,3/21/2019,37-10,10TH STREET,"RESIDENTIAL: HOTELS, DORMITORIES",15,385
2179152,40.77101898,-73.92066956,Queens,NB,New Building,420960339,4619947,14724,3/21/2019,27-15,ASTORIA BLVD,RESIDENTIAL: APARTMENT HOUSES,6,20
10734144,40.78424835,-73.82626343,Queens,NB,New Building,421520134,4617602,72528,3/21/2019,17-10,WHITESTONE EXPRESSWAY,BUSINESS,4,
15018300,40.78424835,-73.82626343,Queens,NB,New Building,421554008,4617676,101475,3/21/2019,17-16,WHITESTONE EXPRESSWAY,STORAGE: LOW HAZARD,4,
3946568,40.81930923,-73.94277954,Manhattan,NB,New Building,121190273,1089801,26666,3/21/2019,225,WEST 140 STREET,RESIDENTIAL: APARTMENT HOUSES,7,20
389240,40.54272079,-74.16042328,Staten Island,NB,New Building,500866057,5862496,2630,3/22/2019,281,OAKDALE STREET,RESIDENTIAL 1-2 FAMILY HOUSES,3,2
432160,40.5429306,-74.16068268,Staten Island,NB,New Building,520232971,5862497,2920,3/22/2019,285,OAKDALE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
377844,40.5430603,-74.16049194,Staten Island,NB,New Building,500866093,5171634,2553,3/22/2019,468,THORNYCROFT AVENUE,RESIDENTIAL 1-2 FAMILY HOUSES,3,2
369408,40.54344177,-74.16118622,Staten Island,NB,New Building,500866128,5862502,2496,3/22/2019,480,THORNYCROFT AVENUE,RESIDENTIAL 1-2 FAMILY HOUSES,3,2
145910,40.5932312,-74.09262848,Staten Island,A1,ALT 1 Enlargement,520291960,5048794,871,3/22/2019,145,BURGHER AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
984000,40.60134125,-73.73972321,Queens,A1,ALT 1 Enlargement,421535798,4298699,4646,3/22/2019,583,CEDAR HILL RD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
1390650,40.63779068,-73.98110962,Brooklyn,A1,ALT 1 Enlargement,321779660,3125881,3770,3/22/2019,1519,39TH STREET,RESIDENTIAL: APARTMENT HOUSES,4,4
781000,40.66799927,-73.98961639,Brooklyn,A1,ALT 1 Enlargement,321184133,3023142,0,3/22/2019,236,12TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
8672800,40.67673111,-73.92352295,Brooklyn,NB,New Building,321031824,3426618,58600,3/22/2019,1956,ATLANTIC AVENUE,STORAGE: MODERATE HAZARD,2,
5718720,40.68563843,-73.9539566,Brooklyn,NB,New Building,321197165,3426312,38640,3/22/2019,322,GATES AVENUE,RESIDENTIAL: APARTMENT HOUSES,6,28
1460316,40.68869019,-73.90609741,Brooklyn,NB,New Building,321192650,3080011,9867,3/22/2019,188,COOPER ST,RESIDENTIAL: APARTMENT HOUSES,4,8
42000,40.69258118,-73.85035706,Queens,A1,ALT 1 Enlargement,421472454,4184364,316,3/22/2019,87-53,94 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
3620820,40.69569016,-73.93714905,Brooklyn,NB,New Building,321193784,3844018,24465,3/22/2019,63,LEWIS  AVENUE,RESIDENTIAL: APARTMENT HOUSES,5,16
313464,40.69630051,-73.787323,Queens,NB,New Building,421653829,4618884,2118,3/22/2019,164-59,109 AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
124455,40.70201874,-73.73536682,Queens,A1,ALT 1 Enlargement,421653366,4242356,727,3/22/2019,221-23,114TH AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
710400,40.70849991,-73.78630829,Queens,NB,New Building,401268285,4537580,4800,3/22/2019,91-24,175 STREET,THREE FAMILY DWELLING,3,3
710400,40.70849991,-73.78630829,Queens,NB,New Building,401268436,4537580,4800,3/22/2019,91-22,175 STREET,THREE FAMILY DWELLING,3,3
81462012,40.70967102,-73.96916199,Brooklyn,NB,New Building,320597476,3425676,550419,3/22/2019,420,KENT AVENUE,RESIDENTIAL: APARTMENT HOUSES,22,605
995800,40.71588898,-73.95654297,Brooklyn,A1,ALT 1 Enlargement,320911117,3062238,2096,3/22/2019,220,NORTH 6 STREET,RESIDENTIAL: APARTMENT HOUSES,4,3
249370,40.72668076,-73.87210083,Queens,A1,ALT 1 Enlargement,421594698,4067986,463,3/22/2019,61-54,DRY HARBOR ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
362500,40.73342896,-73.78083038,Queens,A1,ALT 1 Enlargement,421688490,4154250,1157,3/22/2019,73-11,190 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
596440,40.73847961,-73.79189301,Queens,NB,New Building,421656728,4152754,4030,3/22/2019,61-18,182 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
16970716,40.74880981,-73.87515259,Queens,NB,New Building,421642280,4036413,114667,3/22/2019,9109,ROOSEVELT AVE,RESIDENTIAL: APARTMENT HOUSES,7,88
749620,40.75392914,-73.72492981,Queens,NB,New Building,421074848,4173192,5065,3/22/2019,251-23,GRAND CENTRAL PKWY,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
450000,40.76134109,-73.91177368,Queens,A1,ALT 1 Enlargement,421015966,4012653,1165,3/22/2019,30-30,45 STREET,RESIDENTIAL: APARTMENT HOUSES,3,6
9000,40.76176071,-73.91396332,Queens,A1,ALT 1 Enlargement,402886506,4546451,68852,3/22/2019,30-44,43RD STREET,EDUCATIONAL,5,
1412512,40.76340103,-73.83358765,Queens,NB,New Building,420652975,4618508,9544,3/22/2019,35-22,PRINCE STREET,ASSEMBLY: OTHER,4,
500000,40.76403046,-73.99745941,Manhattan,A1,ALT 1 Enlargement,121777942,1027108,0,3/22/2019,617,WEST 46TH STREET,STORAGE: LOW HAZARD,4,
285000,40.77651978,-73.78666687,Queens,A1,ALT 1 Enlargement,421595571,4130079,627,3/22/2019,23-57,206TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
544788,40.7894516,-73.7951889,Queens,NB,New Building,402007733,4859268,3681,3/22/2019,14-05,TOTTEN STREET,RESIDENTIAL 1-2 FAMILY HOUSES,2,1
466200,40.88460922,-73.86161041,Bronx,NB,New Building,220492606,2127278,3150,3/22/2019,716,EAST 221 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
2708400,40.88661957,-73.9001236,Bronx,A1,ALT 1 Enlargement,220652639,2817891,5529,3/22/2019,205,WEST 240 STREET,ASSEMBLY: EATING & DRINKING,2,
881192,40.61756134,-74.01307678,Brooklyn,NB,New Building,320594790,3425451,5954,3/23/2019,1215,82 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
405668,40.54333878,-74.16107178,Staten Island,NB,New Building,500866100,5862501,2741,3/25/2019,472,THORNYCROFT AVENUE,RESIDENTIAL 1-2 FAMILY HOUSES,3,2
369408,40.54338837,-74.16113281,Staten Island,NB,New Building,500866119,5862503,2496,3/25/2019,476,THORNYCROFT AVENUE,RESIDENTIAL 1-2 FAMILY HOUSES,3,2
993820,40.59841156,-73.96858978,Brooklyn,NB,New Building,321473801,3191765,6715,3/25/2019,2123,EAST 3 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
363092,40.6216011,-74.02848053,Brooklyn,A1,ALT 1 Enlargement,321171307,3153753,2111,3/25/2019,8701,4 AVENUE,MERCANTILE,2,
1243792,40.62482071,-74.08027649,Staten Island,NB,New Building,520279868,5803175,8404,3/25/2019,221,CANAL STREET,MERCANTILE,1,0
1370776,40.62945938,-73.98983002,Brooklyn,NB,New Building,321673890,3130177,9262,3/25/2019,1517,54TH ST,RESIDENTIAL: APARTMENT HOUSES,4,3
456186,40.65679169,-73.73819733,Queens,A1,ALT 1 Enlargement,421680434,4289676,748,3/25/2019,249-11,147 ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
15619624,40.65995026,-73.87172699,Brooklyn,NB,New Building,321383267,3099066,105538,3/25/2019,554,COZINE AVE,STORAGE: MODERATE HAZARD,1,
13122272,40.67739105,-73.95320892,Brooklyn,NB,New Building,321188317,3425093,88664,3/25/2019,1336,BEDFORD AVENUE,RESIDENTIAL: APARTMENT HOUSES,9,94
569988,40.68103027,-73.99125671,Brooklyn,A1,ALT 1 Enlargement,320625347,3007119,1442,3/25/2019,297,HOYT ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
705812,40.6841011,-73.94090271,Brooklyn,NB,New Building,321614945,3329533,4769,3/25/2019,533,THROOP AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
447552,40.69145966,-73.7959671,Queens,NB,New Building,421581256,4617944,3024,3/25/2019,153-22,109TH ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
176700,40.69338989,-73.93182373,Brooklyn,A1,ALT 1 Enlargement,321228300,3043272,1924,3/25/2019,1070A,DEKALB AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,5
548649,40.71733093,-73.95581055,Brooklyn,A1,ALT 1 Enlargement,321713525,3061964,1509,3/25/2019,202,N 8 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
300000,40.72777939,-73.80049896,Queens,A1,ALT 1 Enlargement,421652893,4150995,0,3/25/2019,73-18,169 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
390750,40.76858902,-73.81784058,Queens,A1,ALT 1 Enlargement,421334461,4112847,2402,3/25/2019,33-11,148TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
7000,40.77059937,-73.91577148,Queens,A1,ALT 1 Enlargement,401105175,4017373,534,3/25/2019,24-50,33 STREET,RESID. BLDG - OLD CODE,2,2
1286120,40.67689896,-73.93287659,Brooklyn,NB,New Building,321305592,3826326,8690,3/26/2019,71,SCHENECTADY AVENUE,BUSINESS,1,
771000,40.68727875,-73.93930054,Brooklyn,A1,ALT 1 Enlargement,321406929,3348906,0,3/26/2019,644,GATES AVENUE,EDUCATIONAL,4,0
393976,40.52653885,-74.16741943,Staten Island,NB,New Building,520365989,5170967,2662,3/26/2019,4846,HYLAN BLVD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
479520,40.52690125,-74.21563721,Staten Island,NB,New Building,500908155,5158409,3240,3/26/2019,113,BLOOMINGDALE ROAD,RESIDENTIAL 1-2 FAMILY HOUSES,3,2
283745,40.56847,-74.13208771,Staten Island,A1,ALT 1 Enlargement,520351556,5059974,1122,3/26/2019,139,AMBER STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
1055536,40.57289124,-74.13236237,Staten Island,NB,New Building,520251361,5059198,7132,3/26/2019,15,MORTON ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
8643792,40.57479858,-73.99038696,Brooklyn,NB,New Building,321189628,3321839,58404,3/26/2019,2920,WEST 23RD STREET,ASSEMBLY: OTHER,3,
1561104,40.58412933,-73.81758118,Queens,NB,New Building,421360084,4617617,10548,3/26/2019,157,BEACH 96 STREET,RESIDENTIAL: APARTMENT HOUSES,4,10
312132,40.58953094,-74.1470108,Staten Island,NB,New Building,520221554,5164542,2109,3/26/2019,40,CONRAD AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
332556,40.58961105,-74.14716339,Staten Island,NB,New Building,520221518,5164537,2247,3/26/2019,44,CONRAD AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
332556,40.58966064,-74.14723206,Staten Island,NB,New Building,520221527,5164538,2247,3/26/2019,46,CONRAD AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
46620,40.59841156,-73.96858978,Brooklyn,NB,New Building,321654072,3191765,315,3/26/2019,2123,EAST 3 STREET,STORAGE: LOW HAZARD,1,1
3293148,40.6028595,-73.75434113,Queens,NB,New Building,421216696,4607296,22251,3/26/2019,1025,BEACH 21 STREET,"RESIDENTIAL: HOTELS, DORMITORIES",3,58
1863912,40.6180191,-73.90973663,Brooklyn,NB,New Building,320442357,3397972,12594,3/26/2019,6660,AVENUE U,MERCANTILE,1,
1228548,40.62467957,-73.99981689,Brooklyn,NB,New Building,321249911,3142294,8301,3/26/2019,1374,65TH STREET,MERCANTILE,3,
1957892,40.63986969,-73.98760223,Brooklyn,NB,New Building,320891852,3135506,13229,3/26/2019,1275,41 ST,RESIDENTIAL: APARTMENT HOUSES,4,8
646760,40.65230179,-73.97843933,Brooklyn,NB,New Building,321452646,3423427,4370,3/26/2019,10,EAST 4TH STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
1274724,40.6524086,-73.97846222,Brooklyn,NB,New Building,321142955,3425923,8613,3/26/2019,8,EAST 4TH STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
1294408,40.65246964,-73.97846222,Brooklyn,NB,New Building,321142946,3418420,8746,3/26/2019,6,EAST 4TH STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
648388,40.65246964,-73.97846222,Brooklyn,NB,New Building,321452655,3423428,4381,3/26/2019,4,EAST 4TH STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
15621252,40.66030121,-73.87091827,Brooklyn,NB,New Building,321383258,3099067,105549,3/26/2019,578,COZINE AVENUE,STORAGE: MODERATE HAZARD,1,
1150256,40.66376877,-73.98332977,Brooklyn,NB,New Building,310139105,3026512,7772,3/26/2019,391,14 STREET,RESIDENTIAL APT HOUSE,5,5
605485,40.66397858,-73.75295258,Queens,A1,ALT 1 Enlargement,421665479,4287168,1082,3/26/2019,144-19,225 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
30731904,40.66482162,-73.90454865,Brooklyn,NB,New Building,321186729,3424502,207648,3/26/2019,405,DUMONT AVE,RESIDENTIAL: APARTMENT HOUSES,12,180
817700,40.67108917,-73.98728943,Brooklyn,NB,New Building,321383917,3426596,5525,3/26/2019,266,7TH STREET,RESIDENTIAL: APARTMENT HOUSES,4,3
776410,40.67337036,-73.9211731,Brooklyn,A1,ALT 1 Enlargement,321385096,3039163,2380,3/26/2019,1416,ST MARKS AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
923964,40.6805191,-73.91426086,Brooklyn,A1,ALT 1 Enlargement,320912508,3041500,2287,3/26/2019,122,THOMAS BOYLAND ST,RESIDENTIAL: APARTMENT HOUSES,4,6
258400,40.68386078,-74.00504303,Brooklyn,A1,ALT 1 Enlargement,321845624,3004599,1406,3/26/2019,23,CARROLL STREET,FACTORY/INDUSTRIAL: LOW HAZARD,1,
313400,40.69562149,-73.91226959,Brooklyn,A1,ALT 1 Enlargement,321411110,3076916,0,3/26/2019,645,KNICKERBOCKER AV,RESIDENTIAL: APARTMENT HOUSES,4,5
881784,40.69725037,-73.977211,Brooklyn,NB,New Building,302363261,3057924,5958,3/26/2019,31,NORTH ELLIOTT PLACE,RESIDENTIAL APT HOUSE,5,5
90110688,40.70225906,-73.97277069,Brooklyn,NB,New Building,321190563,3335129,608856,3/26/2019,63,FLUSHING AVENUE,BUSINESS,17,
19151052,40.70814133,-73.87138367,Queens,NB,New Building,421524835,4619762,129399,3/26/2019,79-40,COOPER AVE,STORAGE: MODERATE HAZARD,5,
1280644,40.71895981,-73.78362274,Queens,NB,New Building,420653144,4619706,8653,3/26/2019,84-37,RADNOR ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
679700,40.72330093,-73.99365234,Manhattan,A1,ALT 1 Enlargement,121157185,1007851,5899,3/26/2019,242,ELIZABETH STREET,RESIDENTIAL: APARTMENT HOUSES,6,5
226088,40.73287964,-73.88004303,Queens,A1,ALT 1 Enlargement,421660937,4065688,622,3/26/2019,54-16,HASPEL STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
2000000,40.73603058,-74.00105286,Manhattan,A1,ALT 1 Enlargement,123350104,1010938,381,3/26/2019,59,GREENWICH AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
54375,40.74903107,-73.85823822,Queens,A1,ALT 1 Enlargement,421024689,4048873,435,3/26/2019,42-06,108 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
281780,40.75017166,-73.81590271,Queens,A1,ALT 1 Enlargement,421638259,4117878,76,3/26/2019,141-14,LABURNUM AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
907800,40.75413132,-73.970047,Manhattan,A1,ALT 1 Enlargement,122636317,1038012,912,3/26/2019,241,EAST 48TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
14448796,40.75944138,-73.85871124,Queens,NB,New Building,421105093,4617857,97627,3/26/2019,111-12,ASTORIA BOULEVARD,EDUCATIONAL,5,0
10501784,40.76802826,-73.93067932,Queens,NB,New Building,420651556,4619041,70958,3/26/2019,14-33,31 AVE,RESIDENTIAL: APARTMENT HOUSES,5,64
